auteur_joconde,qid_wikidata,label_wikidata,naissance,deces,trouve
KEYSER Thomas de,Q932263,Thomas de Keyser,1596.0,,True
MOUCHERON Frederick de,,,,,False
Henner Jean-Jacques (1829-1905);CARPACCIO Vittore (d'après),Q665818,Jean-Jacques Henner,1829.0,1905.0,True
AMBROGIO DA FOSSANO;BERGOGNONE IL (dit),,,,,False
DOLCI Carlo,Q503322,Carlo Dolci,1616.0,,True
CANTARINI Simone;IL PESARESE (dit),Q573430,Simone Cantarini,1612.0,,True
RIGAUD Hyacinthe (d'après),Q49898,Hyacinthe Rigaud,1659.0,,True
BORDONE Pâris,Q366081,Pâris Bordone,1500.0,,True
DADDI Bernardo,Q366562,Bernardo Daddi,1290.0,,True
PATEL Pierre Antoine;PATEL le Fils (dit),,,,,False
RUYSDAEL Salomon van,Q247005,Salomon van Ruysdael,1600.0,,True
BUSI Giovanni;CARIANI Giovanni (dit),,,,,False
POZZO Andrea,Q380103,Andrea Pozzo,1642.0,,True
GOUPIL Léon,,,,,False
LE LIEPVRE Maurice Charles Marie,,,,,False
DOMENICO DI TOMASO BIGORDI;GHIRLANDAJO Domenico (dit),,,,,False
TISI BENVENUTO;GAROFALO IL (dit),Q728512,Benvenuto Tisi,1481.0,,True
GIANNICOLA DI PAOLO,,,,,False
MARCO DA OGGIONO,,,,,False
GENTILESCHI Orazio,Q367360,Orazio Gentileschi,1563.0,,True
BREVAL Alfred;BREVAL Roger (dit),,,,,False
GIAQUINTO Corrado,Q740934,Corrado Giaquinto,1703.0,,True
COCCORANTE Leonardo,Q3229707,Leonardo Coccorante,1680.0,,True
DUMONT Henri Julien,,,,,False
BAZZANI Giuseppe,Q1086744,Giuseppe Bazzani,1690.0,,True
BRISPOT Henri,Q3130749,Henri Brispot,1846.0,,True
SAVOLDO Giovanni Gerolamo,,,,,False
CHELIMSKY Oscar,Q29110066,Q29110066,1923.0,,True
DELANOE Raymond,,,,,False
Raphaël (1483-1520);PIPPI Giulio;ROMANO Giulio (dit),Q5597,Raphaël,1483.0,1520.0,True
Boiron Rose (1902-?),,,,,False
PEQUIN Charles Etienne,,,,,False
PAOLO VENEZIANO,,,,,False
VANNI Francesco,Q42310057,Francesco Vanni,1730.0,,True
PIAZZETTA Giambattista,,,,,False
FAVRE Marcel,Q109886628,Marcel Favre,1907.0,,True
SOLIMENA Francesco;ABBATE Ciccio (dit),Q736065,Francesco Solimena,1657.0,,True
NUVOLONE Carlo Francesco,,,,,False
GOSSE Nicolas Louis François,,,,,False
DUPONT Victor,Q130909584,Victor Dupont,,,True
TURA Cosme,,,,,False
COMBES Fernand,Q47486275,Fernand Combes,1856.0,,True
ROUAULT Georges,Q156128,Georges Rouault,1871.0,,True
BOUSSINGAULT Jean Louis,,,,,False
Erb Simone (1913-1991),,,1913.0,1991.0,False
Gratio Sylviane (1937-....),,,,,False
LANDRY Alfred,Q125741919,Alfred Landry,1936.0,,True
SCHUBNEL Jean,Q3174591,Jean Schubnel,1894.0,,True
Guerrebout Élise (1906-1982),,,1906.0,1982.0,False
Mandeville Anne (1915-2011),Q21543381,Anne Mandeville,1915.0,2011.0,True
DEUS Waldemiro de,,,,,False
LEVY Martine;MARTINE (dite),Q24940208,Martine Martine,1932.0,,True
UTTER André,Q2848741,André Utter,1886.0,,True
RIMBERT René,Q23988328,René Rimbert,1896.0,,True
Chabauty Malvina (1901-1982),Q3284677,Malvina Chabauty,1901.0,1982.0,True
KNIAZIAN Armand,Q109823825,Armand Kniazian,1917.0,,True
BALAN Eugène,Q55901059,Eugène Balan,1808.0,,True
VITRY-MAYOT;MARJOLAINE (dite),,,,,False
LOIRAND Maurice,Q3301074,Maurice Loirand,1922.0,,True
MRAZ Franjo,Q1563333,Franjo Mraz,1910.0,,True
MONET Blanche;HOSCHEDE Blanche (née),,,,,False
KLOSSOWSKI DE ROLA Balthazar;BALTHUS (dit),,,,,False
ADENOT Laurent,Q21568314,Laurent Adenot,1848.0,,True
MORIZOT Auguste,,,,,False
GAUSSEN Adolphe Louis,,,,,False
FORGET Henri,Q66817679,Henri Forget,1897.0,,True
RONOT Charles,Q21030845,Charles Ronot,1820.0,,True
GEOFFROY Henri Jules Jean,,,,,False
TOUDOUZE Simon Alexandre,,,,,False
FLERS Camille,Q2934932,Camille Flers,1802.0,,True
GUILLON Adolphe,Q22070246,Adolphe Guillon,1829.0,,True
GAFFE A,,,,,False
JOURDAIN Francis,Q3081520,Francis Jourdain,1876.0,,True
BENNER Emmanuel,Q1338174,Emmanuel Benner,1836.0,,True
ROY Félix,,,,,False
FRILLIE Félix Nicolas,,,,,False
BINET Adolphe Gustave,,,,,False
Galtier-Boissière Louise (1866-1957),Q61578183,Louise Galtier-Boissière,1866.0,1957.0,True
Drojat Élisa (1828-1911),Q130294788,Élisa Drojat,1827.0,1911.0,True
CHALONNAX Jean-Baptiste,Q61953176,Jean-Baptiste Chalonnax,1819.0,,True
Lançon Auguste-André (1836-1885),,,1836.0,1885.0,False
DUCARUGE Léon,,,,,False
BEAUMONT Claudio Francesco,,,,,False
Abrard Annette (1938-....),Q2851487,Annette Abrard,1860.0,,True
Barbarroux Edmond (1882-1948),Q21455654,Edmond Barbarroux,1882.0,1948.0,True
Gibert Jean-Baptiste (1803-1883),Q23820293,Jean-Baptiste Gibert,1803.0,1883.0,True
Iwill (1850-1923),,,1850.0,1923.0,False
Zais Giuseppe (1709-1781) (attribué à),Q579698,Giuseppe Zais,1709.0,1781.0,True
Van Goyen Jan (1596-1656),,,1596.0,1656.0,False
Ravanne Léon Gustave (1854-1904),,,1854.0,1904.0,False
Eisen François (1695-1778),Q5493254,Q5493254,1695.0,1778.0,True
Moissonnier E. (18..-19?),,,,,False
Roos Philipp Peter (1657-1706),,,1657.0,1706.0,False
Proust Félicien (1867-1945),Q110017584,Félicien Proust,1867.0,1945.0,True
CAUCHOIS Eugène Henri,,,,,False
Porcher Charles Albert (1834-1895),,,1834.0,1895.0,False
GRIBOVAL Roger,Q133762676,Q133762676,1908.0,,True
Yon Edmond Charles Joseph (1836-1897),,,1836.0,1897.0,False
LECOINTE Charles Joseph,,,,,False
COMMERGNAT Gaëtan Jean,,,,,False
BOROVIKOVSKY Vladimir Lukitsch,,,,,False
MEDARD Eugène,,,,,False
Cortés Aguilar Antonio (1827-1908),,,1827.0,1908.0,False
BUFFET abbé Paul,,,,,False
LECLERC Léon,Q29919477,Léon Leclerc,1866.0,,True
CARPENTIER Paul,Q135208786,Paul Carpentier,1945.0,,True
MAKART Hans,Q511444,Hans Makart,1840.0,,True
MALECY Alexis Joseph Louis de,,,,,False
Guindrand Antoine (1801-1843),Q2854037,Antoine Guindrand,1801.0,1843.0,True
Favier Pierre (1899-1969),Q62566676,Pierre Favier,1899.0,1969.0,True
Proust Jeanne (1901-1981),Q133665883,Q133665883,1986.0,1981.0,True
PATROIS Isidore,Q18508314,Isidore Patrois,1815.0,,True
Surand Gustave (1860-1937),Q3121329,Gustave Surand,1860.0,1937.0,True
QUIBEL Raymond,Q3421104,Raymond Quibel,1883.0,,True
Le Toumelin Yahne (1923-2023),Q27653423,Yahne Le Toumelin,1923.0,2023.0,True
BALFOURIER Adolphe Paul Emile,,,,,False
ATAMIAN Charles Garabed,,,,,False
Anglade Pierre,Q107687483,Pierre Anglade,,,True
NOUFFLARD André,Q2848358,André Noufflard,1885.0,,True
Barriot Claudius (1846-1908),Q21011550,Claudius Barriot,1846.0,1908.0,True
TYR Gabriel,Q3093989,Gabriel Tyr,1817.0,,True
Borel Paul (1828-1913),Q3370696,Paul Borel,1828.0,1913.0,True
GALBRUN Amand,,,,,False
NOBILLET Auguste Michel,,,,,False
JACQUE Charles Emile,,,,,False
BALZE Jean Paul Etienne;Raphaël (1483-1520) (d'après),,,,,False
SEBIRE Gaston,Q3099161,Gaston Sébire,1920.0,,True
WEISSER Charles Louis Auguste,,,,,False
RUPIN Henri,,,,,False
PINEL Gustave Nicolas,,,,,False
DESHAYES Jean-Baptiste Henri;ALAUX Jean;LE ROMAIN (dit),,,,,False
SIEFFERT Paul Eugène René,,,,,False
MATTHIS Léonie,Q5402344,Léonie Matthis,1883.0,,True
RONMY Guillaume Frédéric,,,,,False
VAUDE Emile,,,,,False
PAILLOT DE MONTABERT Jacques Nicolas,,,,,False
MOREL Louis,Q3262744,Louis Morel,1550.0,,True
ROBILLOT Marthe,,,,,False
DUHAMEL Gaston,Q97173069,Gaston Duhamel,1882.0,,True
NEPVEU-GUEROULT Edwige,,,,,False
HEEM Cornelis de,Q1133621,Cornelis de Heem,1631.0,,True
BOUTIGNY Xavier,Q110018278,Xavier Boutigny,1870.0,,True
DUFOUR Camille Emile,,,,,False
GUEY Fernand Léon Lucien,,,,,False
BOIELDIEU François Adrien,,,,,False
HEYRAULT Louis Robert,,,,,False
LAGAR Celso,Q8343373,Celso Lagar,1891.0,,True
DUNET Alfred,Q16222704,Alfred Dunet,1889.0,,True
BERGEVIN Edouard de,Q99484199,Édouard de Bergevin,1964.0,,True
GAUTIEZ Pierre,Q100311460,Pierre Gautiez,1923.0,,True
DELAUNAY Marcel,Q28150048,Marcel Delaunay,1876.0,,True
MOTELEY Jules Georges,,,,,False
GRECO Gennaro,Q5533383,Gennaro Greco,1663.0,,True
BROUTELLES Théodore de,Q106626481,Théodore de Broutelles,1842.0,,True
CONINXLOO Jan II Van,,,,,False
DESHAYES Jean-Baptiste Henri,,,,,False
DESCAMPS Jean-Baptiste,Q1093817,Jean-Baptiste Descamps,1706.0,,True
Camax-Zoegger Marie-Anne (1881-1952),,,1881.0,1952.0,False
AVED Jacques André Joseph (attribué),,,,,False
"LACROIX Charles François de (attribué);LACROIX de MARSEILLE (dit, attribué)",,,,,False
VAN REYMERSWAELE Marinus,,,,,False
LOIR Gaston,Q3099066,Gaston Loir,1868.0,,True
MARTIN Charles,Q120637538,Charles Martin,1846.0,,True
JOVENEAU Jean,,,,,False
LEHOUX François,,,,,False
Van Loo Jacob (1614-1670),,,1614.0,1670.0,False
WAMPS Bernard Joseph,,,,,False
LEDRU Hilaire,Q3135524,Hilaire Le Dru,1769.0,,True
Verhaghen Pieter-Jozef (1728-1811),,,1728.0,1811.0,False
DUPONT-ZIPCY Emile,Q98831465,Émile Dupont-Zipcy,1820.0,,True
CESBRON Achille,Q2823044,Achille Cesbron,1849.0,,True
HOUZERS,,,,,False
SCHUT Cornelis I,,,,,False
MEREAU Florent,,,,,False
DAUBAN Jules Joseph,,,,,False
ALIX E,,,,,False
BAUFFE Jules,,,,,False
ROGEROL Henri,,,,,False
LUNA Charles de,Q21462610,Charles de Luna,1812.0,,True
GENISSON Claude,,,,,False
COLIN-LIBOUR Uranie Alphonsine,,,,,False
MOLENAER Jan Miense,,,,,False
BOISSARD P,,,,,False
LEPOLLART Célestin,,,,,False
GODELLIER Robert,,,,,False
BRUNCLAIR Eugène,Q97137007,Eugène Brunclair,1832.0,,True
VADDER Lodewijk de (?),Q1374732,Lodewijk de Vadder,1605.0,,True
CAULERY Louis de;Maître du Livre d'Esquisses de Léningrad (dit),,,,,False
DELUSSE Jean Jacques Thereza,,,,,False
PRUDHOMME Jean,Q131630849,Jean Prudhomme,1877.0,,True
MASSYS Jan,,,,,False
CAYRON Louis Maurice,,,,,False
RONGIER Jeanne,Q3176153,Jeanne Rongier,1852.0,,True
HEEMSKERCK Egbert Van Fils (?),,,,,False
WORMS Jules,Q101009894,Jules Worms,1830.0,,True
OLIER Pierre,,,,,False
BEAUME Emile,,,,,False
Chapoton Grégoire (1845-1915),Q58193851,Grégoire Chapoton,1845.0,1915.0,True
Bronislava Kulakovska (1...?-1968),,,,,False
KESSEL Jan I Van,,,,,False
ESPALIOUX Joseph,Q23765807,Joseph Espalioux,1921.0,,True
BILOUL Louis François,,,,,False
MARATTA Carlo (atelier),Q538998,Carlo Maratta,1625.0,,True
AZAIS Louis,,,,,False
HOORICKS Guillaume;ORIX Bill (dit),,,,,False
CHOCHON André Eugène Louis,,,,,False
PISTRE Marcel,Q16855321,Marcel Pistre,1917.0,,True
Francès Mathilde (1879-1964),,,1879.0,1964.0,False
"GREUZE Jean-Baptiste (école, ?)",Q347139,Jean-Baptiste Greuze,1725.0,,True
FOURAU Hugues,Q18983127,Hugues Fourau,1803.0,,True
SCARSELLA Ippolito;SCARSELLINO Ippolito (dit),,,,,False
Reschi Pandolfo (1643?-1699?),Q7001010,Pandolfo Reschi,1643.0,,True
A Y E F;NAPOLEON (dit),,,,,False
TOUDOUZE Edouard,,,,,False
COLLE Michel Auguste,,,,,False
PANNINI Giovanni Paolo (atelier),,,,,False
ROSSI Nicola Maria,,,,,False
Châtillon Zoé-Laure de (1826-1908),,,1826.0,1908.0,False
CHALETTE Jean Bernard,,,,,False
JAN Jules,Q17355705,Jules Jan,,,True
BERCHERE Narcisse,,,,,False
GUILLEMOT Alexandre Charles,,,,,False
JULIARD Alexandre,Q111976402,Alexandre Juliard,1817.0,,True
ERRARD Charles,Q706960,Charles Errard,1606.0,,True
BAZIRAY,,,,,False
LE MOAL Jean,Q111678251,Jean Le Moal,1909.0,,True
LAMBERT Claude Edouard,,,,,False
"Raphaël (1483-1520) (dit, attribué à)",Q5597,Raphaël,1483.0,1520.0,True
MESLE Joseph Paul,,,,,False
MORONI Giovan Battista,,,,,False
CARRACCI Annibale;CARRACCI Annibale (atelier),Q7824,Annibale Carracci,1560.0,,True
ROUGERON Jules James,,,,,False
GOLTZIUS Hendrick,Q165367,Hendrik Goltzius,1558.0,,True
SPRANGER Bartholomeus,Q447682,Bartholomeus Spranger,1546.0,,True
MORISSET François Henri,,,,,False
Martin Jean-Baptiste (1659-1735),Q938108,Jean-Baptiste Martin,1659.0,1735.0,True
Lépicié Nicolas-Bernard Michel (1735-1784) (attribué à),,,1735.0,1784.0,False
METSYS Quentin,Q314275,Quentin Metsys,1456.0,,True
Monnoyer Jean-Baptiste (1634?-1699),Q3087909,Jean-Baptiste Monnoyer,1636.0,,True
Desfriches Aignan-Thomas (1715-1800),Q2827853,Aignan-Thomas Desfriches,1715.0,1800.0,True
Bruandet Lazare (1755-1804),Q3219998,Lazare Bruandet,1755.0,1804.0,True
Barbault Jean (1718-1762),Q3170589,Jean Barbault,1705.0,1762.0,True
Bilcoq Marc Antoine (1755-1838) (attribué à),,,1755.0,1838.0,False
ALIZARD Jean-Baptiste,Q21158217,Jean-Baptiste Alizard,1736.0,,True
FREITAS Georges de,,,,,False
Godet Camille (1879-1966),Q8334017,Camille Godet,1879.0,1966.0,True
DEFERNEX Jean-Baptiste,Q6168896,Jean-Baptiste Defernex,1729.0,,True
SEGALA Francesco,Q124636830,Francesco Segala,1990.0,,True
DUQUESNOY François (attribué),Q960381,François Duquesnoy,1597.0,,True
RAULT,,,,,False
BOLOGNE Jean de (d'après),Q116770683,Jean de Bologne,1580.0,,True
SARRAZIN Jacques,Q55700469,Jacques Sarrazin,1949.0,,True
LAURENS Henri;Valsuani (fondeur),Q117265757,Henri Laurens,1861.0,,True
ROUX Constant Ambroise,,,,,False
TURCAN Jean,Q3174870,Jean Turcan,1846.0,,True
Jouvray Madeleine (1862-1935),Q104635842,Madeleine Jouvray,1862.0,1935.0,True
Maillol Aristide (1861-1944);Rudier Eugène (1875-1952) (fondeur),Q153920,Aristide Maillol,1861.0,1944.0,True
TRUPHEME François,,,,,False
MOREAU Mathurin,Q1805358,Mathurin Moreau,1822.0,,True
Despiau Charles (1874-1946);Fonderie Valsuani,Q82291,Charles Despiau,1874.0,1946.0,True
Rodin Auguste (1840-1917);MONTAGUTELLI frères (fondeur),Q30755,Auguste Rodin,1840.0,1917.0,True
Rodin Auguste (1840-1917);CURILLON François (praticien),Q30755,Auguste Rodin,1840.0,1917.0,True
LIEGE Jean de,,,,,False
Rodin Auguste (1840-1917);GRIFFOUL & LORGE (fondeur),Q30755,Auguste Rodin,1840.0,1917.0,True
"Rodin Auguste (1840-1917);MATHET Louis Dominique (?, praticien)",Q30755,Auguste Rodin,1840.0,1917.0,True
BERNARD Joseph Antoine;HEBRARD A A (fondeur),,,,,False
BLOCH Armand Lucien,,,,,False
Bardey Jeanne (1872-1954),Q3175970,Jeanne Bardey,1872.0,1954.0,True
Nieuwerkerke Émilien de,Q1232403,Émilien de Nieuwerkerke,1811.0,,True
Bourdelle Antoine (1861-1929);RUDIER Alexis (fondeur),Q314350,Q314350,1861.0,1929.0,True
WEIGELE Henri,Q20642063,Henri Weigele,1858.0,,True
SABOURAUD Raymond Jacques;VALSUANI C (fondeur),,,,,False
Desbois Jules (1851-1935);Hebrard A A,Q3188532,Jules Desbois,1851.0,1935.0,True
CARRIES Jean;BINGEN Pierre (fondeur),,,,,False
TOURNOIS Joseph,Q3185687,Joseph Tournois,1830.0,,True
SALMSON Jean Jules,,,,,False
WARD Herbert,Q5735838,Herbert Ward,1873.0,,True
CARRIES Jean,,,,,False
O'CONNOR Andrew;O'CONNOR le Jeune (dit);HEBRARD A A (fondeur),Q94688961,Andrew O'Connor,1847.0,,True
RENOIR Pierre Auguste;GUINO Richard,,,,,False
GODEBSKI Cyprian Quentin,,,,,False
PAULIN Paul;VALSUANI C (fondeur),Q3371967,Paul Paulin,1852.0,,True
MAILLARD Auguste,Q110518224,Auguste Maillard,1795.0,,True
GAUTHIER Charles,Q116258099,Charles Gauthier,,,True
PRINS Pierre,Q22212623,Pierre Prins,1870.0,,True
DESVERGNES Charles Jean Cléophas,,,,,False
FALGUIERE Jean Alexandre Joseph;THIEBAUT Victor (fondeur),,,,,False
GARDET Joseph Antoine,,,,,False
BARTHELEMY Raymond,,,,,False
PRIVAT Gilbert,Q2399675,Gilbert Privat,1892.0,,True
HEBERT Pierre,Q98804092,Pierre Hebert,1783.0,,True
AUBERT Paul,Q23823435,Paul Aubert,1850.0,,True
LEFEVRE-DESLONGCHAMPS Louis Alexandre,,,,,False
GOTT Joseph,Q18674011,Joseph Gott,1785.0,,True
DAVID Adolphe,Q21027923,Adolphe David,1842.0,,True
KIRSTEIN Jakob Friedrich,,,,,False
GRABOWSKY Félix,,,,,False
OUDINE Eugène André,,,,,False
MAILLET Jacques Léonard,,,,,False
SUC Etienne Edouard;SUC (dit),,,,,False
HAMARD Georges,Q3102855,Georges Hamard,1894.0,,True
DECHIN Jules,,,,,False
Belouin Paul François (1831-1908),,,1831.0,1908.0,False
ELSHOECHT Jean Jacques;ELSHOECHT Carle (dit),,,,,False
LEGENDRE-HERAL Jean François,,,,,False
BRA Eustache Marie Joseph;BRA Père (dit),,,,,False
DELAVILLE Louis,Q3261684,Louis Delaville,1763.0,,True
RANCOULET Ernest,Q21029082,Ernest Rancoulet,1842.0,,True
CHATTAWAY William;VALSUANI (fondeur),Q68555984,William Chattaway,1927.0,,True
LAMOURDEDIEU Raoul Eugène,,,,,False
DESPIAU Charles;RUDIER Eugène (fondeur),Q82291,Charles Despiau,1874.0,,True
DESPIAU Charles;BISCEGLIA (fondeur),Q82291,Charles Despiau,1874.0,,True
WLERICK Robert;SUSSE (fondeur),,,,,False
CHAUVEL Georges,Q3103113,Georges Chauvel,1902.0,,True
Zadkine Ossip (1890-1967);Susse (fondeur),Q160172,Ossip Zadkine,1888.0,1967.0,True
GUYOT Georges,Q3102836,Georges Guyot,1885.0,,True
Marqueste Laurent Honoré,,,,,False
SANSON Justin Chrysostome,,,,,False
Bogino Frédéric-Louis (1831-1899),,,1831.0,1899.0,False
LAGRIFFOUL Henri Albert,,,,,False
BERRUER Pierre François,,,,,False
PIMENTA Gustave,,,,,False
LARCHE Raoul;SIOT-DECAUVILLE (fondeur),Q3083640,Raoul Larche,1860.0,,True
DESCHAMPS,,,,,False
Meit Conrad (1485?-1550?) (d'après);Pouzadoux Jean (1829-1893) (mouleur),Q1127143,Conrad Meit,1480.0,,True
Girard Francisque (18..-19..?);David d'Angers Pierre-Jean (1788-1856) (d'après),,,,,False
Poisson Pierre-Marie (1876-1953),Q3383361,Pierre-Marie Poisson,1876.0,1953.0,True
Collomb Henri (1905-1982?),Q980870,Henri Collomb,1913.0,,True
ROMAGNESI Antoine Joseph Michel;ROMAGNESI L'Aîné (dit),,,,,False
CLARA José,,,,,False
MANSION Simon,,,,,False
PEYROL François Auguste Hippolyte,,,,,False
Leygue Louis (1905-1992),Q3262537,Louis Leygue,1905.0,1992.0,True
PFAFF Simon (attribué),,,,,False
FOURDRIGNIER Edouard,,,,,False
CORNET Paul,Q137735623,Paul Cornet,1860.0,,True
DUPRE Guillaume (attribué),,,,,False
Bernt Sylva (1910-1995),,,1910.0,1995.0,False
CYFFLE Paul Louis,,,,,False
MILHOMME François Dominique Aimé,,,,,False
Taluet Ferdinand (1821-1904),Q3068659,Ferdinand Taluet,1820.0,1904.0,True
CHAMPEIL Jean-Baptiste Antoine,,,,,False
Oudot Georges (1928-2004),Q3103280,Georges Oudot,1928.0,2004.0,True
TRANCHANT Suzanne,Q130251629,Suzanne Tranchant,1861.0,,True
GARNIER Maurice,Q109812718,Maurice Garnier,1902.0,,True
MADRASSI Luca,Q16219065,Luca Madrassi,1848.0,,True
TOULMOUCHE René,Q133004855,René Toulmouche,1805.0,,True
CHARRON Amédée,Q133850079,Q133850079,1837.0,,True
ROBUCHON Jules César,,,,,False
RENAUD Jean Martin,,,,,False
DERBRE Louis,,,,,False
GRANGE Claude,Q2977496,Claude Grange,1883.0,,True
DESEINE Claude André,,,,,False
LE LORRAIN Robert,Q729722,Robert Le Lorrain,1666.0,,True
MAROCHETTI Charles baron,,,,,False
DANTAN Antoine Laurent (?);DANTAN L'Aîné (dit);DANTAN Jean Pierre (?);DANTAN le jeune (dit),,,,,False
RENAUD Francis,Q112480172,Francis Renaud,1944.0,,True
ZAN Victor Amédée,,,,,False
Nico,Q112471575,Nico,1971.0,,True
Clair Alexandre (1832-1886),,,1832.0,1886.0,False
LANCELOT Camille,,,,,False
Lescornel Joseph Stanislas,,,,,False
PECHINE Antide Marie,,,,,False
KUHN Hermann,Q1611889,Hermann Kuhn,1945.0,,True
SOYER Mathilde;THOMAS Mathilde (née),,,,,False
JULIOT Jacques,Q18215012,Jacques Juliot,1450.0,,True
RIVIERE Théodore Louis Auguste;Bingen et Costenoble,,,,,False
Rodin Auguste (1840-1917);manufacture nationale de Sèvres (manufacture),Q30755,Auguste Rodin,1840.0,1917.0,True
ROGANEAU François,,,,,False
WENCKER Joseph,Q3185784,Joseph Wencker,1848.0,,True
FOURNIER Louis Edouard Paul,,,,,False
LANOUE Félix Hippolyte,,,,,False
SAVARY Robert,Q117356503,Robert Savary,1882.0,,True
DANGER Henri Camille,,,,,False
HARLE Jean-Baptiste Auguste,,,,,False
GAGNEREAUX Bénigne,,,,,False
MAULBERTSCH Franz Anton,,,,,False
MELLIN Charles,Q549811,Charles Mellin,1597.0,,True
CASANOVA Francesco Giuseppe,,,,,False
"RIBOU Jean Marie;RIGAUD Hyacinthe (d'après, dit);RIGAU Y ROS Hyacinthe (d'après)",,,,,False
RIBOU Jean Marie;GOBERT Pierre (d'après),,,,,False
LEMAIRE Philippe Joseph Henri,,,,,False
Lefèvre-Deumier Marie Louise (1812-1877),,,1812.0,1877.0,False
FONDERIE D'ART DU VAL D'OSNE (fonderie);VAL D'OSNE (fonderie),,,,,False
CAUMONT Robert,Q84707443,Robert Caumont,1881.0,,True
DUVAL LE CAMUS Pierre,Q3384894,Pierre Duval Le Camus,1790.0,,True
Crépin Louis-Philippe (1772-1851),Q524062,Louis-Philippe Crépin,1772.0,1851.0,True
Carpeaux Jean-Baptiste (1827-1875);SUSSE Frères (fondeur),Q182791,Jean-Baptiste Carpeaux,1827.0,1875.0,True
SAEYS Jacob,,,,,False
Carpeaux Jean-Baptiste (1827-1875) (attribué à),Q182791,Jean-Baptiste Carpeaux,1827.0,1875.0,True
CHIGOT Alphonse,Q31823846,Alphonse Chigot,1824.0,,True
LEPIC Ludovic Napoléon,,,,,False
VERMAY Henri II de,,,,,False
BISIAUX Pierre,Q126194791,Pierre Bisiaux,1924.0,,True
BETREMIEUX Charles,,,,,False
GUILLEZ Arthur,,,,,False
POTIER Antoine Julien,,,,,False
DERREY Jacques Charles,,,,,False
VAN DIEPENBEECK Abraham,,,,,False
ROOS Johan Melchior,,,,,False
BALEN Hendrik van le Vieux,,,,,False
MAITRE DU FILS PRODIGUE,,,,,False
POURBUS Frans II;POURBUS le Jeune (dit),,,,,False
GUERIN Pierre Narcisse,,,,,False
LEONARD Jules,,,,,False
BELLAN Gilbert,Q20078713,Gilbert Bellan,1868.0,,True
RAMEY Claude,Q2978042,Claude Ramey,1754.0,,True
RICHIER Ligier,Q1343122,Ligier Richier,1500.0,,True
"PILON Germain (attribué, atelier)",Q554943,Germain Pilon,1525.0,,True
CALLAMARD Charles Antoine,,,,,False
LUCAS DE MONTIGNY Jean Robert Nicolas,,,,,False
POISSANT Thibault,Q47987031,Thibault Poissant,1605.0,,True
VINACHE Jean Joseph,,,,,False
MASSON François,Q16026064,François Masson,1845.0,,True
FLAMEN Anselme;FLAMEN Père (dit),Q5691018,Anselme Flamen,1647.0,,True
DUMONT Augustin Alexandre;DUMONT Auguste (dit),,,,,False
LESUEUR Jacques Philippe,,,,,False
GRANDJACQUET Antoine Guillaume,,,,,False
MOUCHY Louis Philippe,,,,,False
NANTEUIL-LEBOEUF Charles François,,,,,False
BERTIN Claude,Q5128714,Claude Bertin,1653.0,,True
MARQUET Alexis;MARQUET Alix (dit),,,,,False
SARAZIN Jacques,Q1347676,Jacques Sarrazin,1592.0,,True
CATTANT Jean,Q51586566,Jean Cattant,1918.0,,True
FRANQUEVILLE Pierre,,,,,False
ANASTASI Auguste Paul Charles,,,,,False
Jacott Cappelaere Henriette (1812-1906),,,1812.0,1906.0,False
VERNET Emile Jean Horace,,,,,False
MARGOTTET Edouard Hippolyte (peintre),,,,,False
BOULARD Auguste Père (peintre),,,,,False
Giraud Pierre François Eugène (1806-1881) (peintre),,,1806.0,1881.0,False
DEVERIA Eugène (peintre),,,,,False
MAUZAISSE Jean-Baptiste (peintre),Q3164276,Jean-Baptiste Mauzaisse,1784.0,,True
CHAMPMARTIN Charles Emile Callande de (peintre),,,,,False
DUPRE Jules (peintre),,,,,False
MOUCHOT Louis Claude (peintre),,,,,False
GOSSE Nicolas Louis François (peintre),,,,,False
CHARLET Nicolas Toussaint (peintre),,,,,False
DUBUFE Claude Marie (peintre),,,,,False
MEISSONIER Ernest (peintre),Q354786,Ernest Meissonier,1815.0,,True
CABAT Louis (peintre),,,,,False
DEMAY Jean François (peintre),,,,,False
GEROME Jean Léon (peintre),,,,,False
DELAROCHE Paul (peintre),Q322582,Paul Delaroche,1797.0,,True
RIOULT Louis Edouard (peintre),,,,,False
LI LIUFANG,,,,,False
WEN BOREN,,,,,False
LEMOT François Frédéric Baron,,,,,False
GRECK André,Q2847885,André Greck,1912.0,,True
